0.30011,0.60398
0.35201,0.68926
0.31305,0.61129
0.35479,0.75965
0.32511,0.76244
0.36086,0.69685
0.30911,0.73036
0.24984,0.65773
0.37903,0.72157
0.37102,0.66708
0.31776,0.77074
0.21052,0.69435
0.29927,0.77982
0.35102,0.77164
0.37949,0.74792
0.21695,0.70203
0.30151,0.72509
0.20339,0.67983
0.23971,0.62249
0.27485,0.69872
0.3453,0.68309
0.32797,0.79543
0.39617,0.72739
0.27769,0.66039
0.22462,0.70114
0.3742,0.74624
0.35844,0.7125
0.37069,0.70198
0.36548,0.6284
0.39676,0.67543
0.26487,0.73254
0.2493,0.76104
0.23787,0.75597
0.20429,0.71488
0.25322,0.6525
0.25319,0.7042
0.38325,0.7018
0.29681,0.72489
0.39971,0.70007
0.20553,0.68783
0.37774,0.64099
0.29418,0.60941
0.23107,0.69959
0.33016,0.6149
0.2702,0.77039
0.22023,0.68003
0.27121,0.68533
0.33259,0.60601
0.22975,0.68716
0.34604,0.73443
0.2993,0.68552
0.29395,0.64457
0.31428,0.77435
0.32826,0.76768
0.2533,0.66839
0.29907,0.67639
0.37226,0.66353
0.33862,0.78037
0.30334,0.6331
0.35185,0.72183
0.21968,0.65713
0.29317,0.63146
0.34857,0.76334
0.37973,0.66348
0.22019,0.75552
0.26057,0.67505
0.22508,0.63436
0.29994,0.77114
0.35232,0.75928
0.33331,0.70768
0.32427,0.6953
0.23791,0.63493
0.28474,0.67621
0.39094,0.70196
0.22701,0.76437
0.31192,0.68782
0.20953,0.72658
0.23911,0.76284
0.30172,0.766
0.2848,0.69803
0.38582,0.72745
0.32147,0.60493
0.27612,0.67057
0.21175,0.67312
0.30864,0.72582
0.30527,0.66629
0.37931,0.66345
0.347,0.76404
0.31944,0.74271
0.37111,0.67615
0.22026,0.75383
0.31124,0.71789
0.26053,0.68757
0.38738,0.6713
0.28393,0.63861
0.20508,0.6692
0.24714,0.7589
0.34982,0.66193
0.379,0.68796
0.34615,0.73848
0.25751,0.76352
0.35865,0.69115
0.24557,0.73579
0.30933,0.77733
0.26591,0.7247
0.33442,0.79139
0.33991,0.6402
0.31484,0.72533
0.33982,0.73387
0.38045,0.66051
0.29796,0.62983
0.2529,0.63692
0.33775,0.62456
0.36767,0.76145
0.39476,0.72257
0.3748,0.68104
0.27771,0.62046
0.21372,0.68303
0.31773,0.61486
0.3332,0.62228
0.25376,0.73955
0.32665,0.68279
0.35509,0.70336
0.32918,0.65604
0.3293,0.7428
0.25795,0.76693
0.3577,0.64718
0.25814,0.68108
0.39208,0.69239
0.28421,0.70446
0.28939,0.63534
0.27105,0.68386
0.25525,0.61139
0.3905,0.73535
0.26307,0.6873
0.25162,0.74137
0.20962,0.66578
0.25902,0.6241
0.22277,0.7359
0.349,0.77379
0.25273,0.65229
0.36826,0.69306
0.35196,0.64997
0.25106,0.63144
0.33843,0.62355
0.21914,0.75801
0.34331,0.68933
0.32874,0.65289
0.37694,0.72931
0.27339,0.67805
0.23293,0.71306
0.23588,0.7426
0.28795,0.74196
0.26728,0.7845
0.2648,0.74868
0.21948,0.66142
0.30293,0.70014
0.20898,0.68325
0.30293,0.77247
0.20759,0.71248
0.27618,0.73629
0.31682,0.62432
0.38716,0.71079
0.20339,0.6929
0.26255,0.68243
0.33179,0.64158
0.26623,0.76222
0.26798,0.78437
0.35715,0.76605
0.24559,0.71688
0.21257,0.69263
0.38732,0.65208
0.21172,0.65765
0.21194,0.70189
0.3044,0.69647
0.39518,0.67011
0.20948,0.69663
0.29052,0.60567
0.35844,0.74365
0.36692,0.68989
0.23639,0.77123
0.28238,0.71321
0.38011,0.74466
0.27878,0.71427
0.31756,0.69537
0.26524,0.71747
0.2551,0.7782
0.27186,0.60647
0.32622,0.65775
0.2888,0.61567
0.33246,0.73202
0.29614,0.72559
0.27711,0.62083
0.27494,0.73271
0.39133,0.6681
0.2325,0.71966
0.2956,0.63442
0.39324,0.68615
0.38551,0.6834
0.20267,0.71601
0.31628,0.40162
0.49452,0.43439
0.42113,0.30922
0.42632,0.39271
0.4496,0.28651
0.30027,0.50108
0.3869,0.3604
0.35796,0.50276
0.28525,0.49257
0.32969,0.3489
0.47405,0.48812
0.43274,0.26712
0.35039,0.50433
0.35509,0.35295
0.39256,0.34046
0.35936,0.51417
0.46876,0.40517
0.39735,0.32817
0.26743,0.46188
0.54503,0.42358
0.27177,0.33789
0.36831,0.54248
0.47229,0.29902
0.45845,0.40659
0.25355,0.37427
0.41335,0.27633
0.36978,0.41691
0.34274,0.51599
0.39569,0.26841
0.54956,0.40872
0.53667,0.39895
0.4948,0.36313
0.54005,0.43473
